id,question,content,url
/government/news/dbs-call-centre-closed-for-today,Should this be retagged from its current taxon to this suggested one?,"<h2 class='inline'>DBS call centre closed for today</h2><a class='inline' href='https://www.gov.uk/government/news/dbs-call-centre-closed-for-today' target='_blank'>Link to page</a><h4>Move from: <p class='tab'>Parenting, childcare and children's services  > Safeguarding and social care for children</p></h4><h4>Move to: <p class='tab'>Parenting, childcare and children's services  > Children's social care providers > Inspection of children's social care providers</p></h4><a class='tab' target='_blank' href='https://content-tagger.staging.publishing.service.gov.uk/taxons/689bb0dd-bd50-42e0-9195-cfb020bc3ee7/tagged_content'>Other content tagged to it</a><h4>Currently tagged to</h4><p class='tab'>Parenting, childcare and children's services  > Safeguarding and social care for children</p><h4>Description</h4><p>The call centre will be closed for the rest of the day (Friday 8 January 2016) due to circumstances beyond our control.</p><h4>Body</h4><p><div class=""govspeak""><p>The <a href=""https://www.gov.uk/government/organisations/disclosure-and-barring-service#org-contacts"">DBS call centre</a> has closed for the day.</p><br/><br/><p>This is due to circumstances beyond our control and normal business should continue from tomorrow (Saturday 9 January 2016).</p><br/><br/><p>We apologise for any inconvenience this may cause you.</p><br/></div></p>",
