collection,session_uuid,user_name,answer,explanation,question,item_id,created_at,updated_at
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Content is a news story about poppies. It's unrelated to pension schemes.,10/52: Should this page be retagged?,/government/news/chancellor-to-waive-1-million-vat-on-tower-of-london-poppies,2019-09-02 10:29:34 UTC,2019-09-02 10:29:34 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Statistics release announcement; no real body content. Unrelated to software development for HMRC. Does mention tax credits and reliefs though.,11/52: Should this page be retagged?,/government/statistics/announcements/creative-industries-statistics,2019-09-02 10:41:55 UTC,2019-09-02 10:41:55 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,Skip,Page is in Welsh.,12/52: Should this page be retagged?,/government/collections/gwybodaeth-diogelwch-ar-gyfer-asiantau,2019-09-02 10:42:27 UTC,2019-09-02 10:42:27 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,This isn't about insurance premiums; it's about tax relief for research. ,13/52: Should this page be retagged?,/government/publications/vaccine-research-relief-expiry-in-2017,2019-09-02 10:43:27 UTC,2019-09-02 10:43:27 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,The page information box hasn't autofilled except for the 'move from' and 'move to' sections. The content is a collection of Child Trust Fund bulletins and so isn't guidance for financial institutions.,14/52: Should this page be retagged?,/government/publications/child-trust-fund-ctf-bulletin-82,2019-09-02 10:44:51 UTC,2019-09-02 10:44:51 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Yes,"",1/52: Should this page be retagged?,/government/publications/child-trust-fund-ctf-bulletin-82,2019-09-02 10:45:14 UTC,2019-09-02 10:45:14 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Yes,"",2/52: Should this page be retagged?,/government/news/fugitive-jailed-as-expatriates-in-spain-urged-to-report-tobacco-smugglers,2019-09-02 10:45:46 UTC,2019-09-02 10:45:46 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Yes,"",3/52: Should this page be retagged?,/government/news/record-year-for-uk-film-industry-tax-relief,2019-09-02 10:46:03 UTC,2019-09-02 10:46:03 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Skip,"",4/52: Should this page be retagged?,/guidance/arweiniad-a-thaflenni-gwybodaeth-cthem,2019-09-02 10:46:08 UTC,2019-09-02 10:46:08 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",5/52: Should this page be retagged?,/government/news/the-story-of-your-boxing-day-boxset-record-tax-relief-for-big-budget-tv,2019-09-02 10:46:42 UTC,2019-09-02 10:46:42 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Yes,Sort of,6/52: Should this page be retagged?,/government/news/chancellor-to-waive-vat-on-band-aid-anniversary-single,2019-09-02 10:47:04 UTC,2019-09-02 10:47:04 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Yes,Either the suggestion or income tax,7/52: Should this page be retagged?,/government/statistics/announcements/tax-allowances-and-reliefs-in-force-cost-not-known--2,2019-09-02 10:47:59 UTC,2019-09-02 10:47:59 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,I can see why it thought this but no,8/52: Should this page be retagged?,/government/statistics/announcements/venture-capital-trusts-number-of-trusts-and-amount-of-funds-raised,2019-09-02 10:48:34 UTC,2019-09-02 10:48:34 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",9/52: Should this page be retagged?,/government/statistics/announcements/venture-capital-trusts-distribution-of-numbers,2019-09-02 10:48:43 UTC,2019-09-02 10:48:43 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Yes,"",10/52: Should this page be retagged?,/government/publications/beneficial-ownership-countries-that-have-pledged-to-exchange-information,2019-09-02 10:49:30 UTC,2019-09-02 10:49:30 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"I can see why it thought so but no, maybe gambling duties?",11/52: Should this page be retagged?,/government/statistics/announcements/betting-and-gaming-bulletin-september-2017,2019-09-02 10:50:22 UTC,2019-09-02 10:50:22 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"Ha, no",12/52: Should this page be retagged?,/government/publications/getting-basic-paye-tools-working-on-linux,2019-09-02 10:50:37 UTC,2019-09-02 10:50:37 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"It's not even business tax, there has to be somewhere to put it",13/52: Should this page be retagged?,/government/publications/alcohol-and-tobacco-taxation-revenue,2019-09-02 10:51:12 UTC,2019-09-02 10:51:12 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Yes,"",14/52: Should this page be retagged?,/government/statistics/announcements/capital-gains-tax-statistics--3,2019-09-02 10:51:55 UTC,2019-09-02 10:51:55 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",40/52: Should this page be retagged?,/government/news/ots-looks-to-recruit-senior-policy-advisors,2019-09-02 10:56:59 UTC,2019-09-02 10:56:59 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,Yes,"Maybe it belongs in both? It's a joint correspondence about sharing information internationally to make it easier to deal with tax evasion (current taxon is 'Tax evasion and avoidance') though it specifically mentions FATF, which implements as FATCA (as I understand it). I'm going to select 'yes' because a retag would at least be more granular.",15/52: Should this page be retagged?,/government/publications/beneficial-ownership-countries-that-have-pledged-to-exchange-information,2019-09-02 10:52:02 UTC,2019-09-02 10:52:02 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",15/52: Should this page be retagged?,/government/news/chancellor-to-waive-vat-on-band-aid-anniversary-single,2019-09-02 10:52:15 UTC,2019-09-02 10:52:15 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Yes,"",16/52: Should this page be retagged?,/government/news/fugitive-jailed-as-expatriates-in-spain-urged-to-report-tobacco-smugglers,2019-09-02 10:52:33 UTC,2019-09-02 10:52:33 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Yes,"",17/52: Should this page be retagged?,/guidance/animals-and-animal-food-notice-70115,2019-09-02 10:52:42 UTC,2019-09-02 10:52:42 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",18/52: Should this page be retagged?,/government/news/chancellor-waives-vat-on-jo-cox-charity-single,2019-09-02 10:52:52 UTC,2019-09-02 10:52:52 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",19/52: Should this page be retagged?,/government/news/chancellor-to-waive-1-million-vat-on-tower-of-london-poppies,2019-09-02 10:53:02 UTC,2019-09-02 10:53:02 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Content is a stats release announcement. The stats are about tax relief and not related to software development for HMRC.,16/52: Should this page be retagged?,/government/statistics/announcements/creative-industries-statistics,2019-09-02 10:53:03 UTC,2019-09-02 10:53:03 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",20/52: Should this page be retagged?,/government/news/x-factor-winners-charity-single-to-be-vat-free-chancellor-announces,2019-09-02 10:53:06 UTC,2019-09-02 10:53:06 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",21/52: Should this page be retagged?,/government/news/chancellor-waives-vat-on-jo-cox-charity-single,2019-09-02 10:53:10 UTC,2019-09-02 10:53:10 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",22/52: Should this page be retagged?,/government/publications/basic-paye-tools-first-time-users-download-and-install,2019-09-02 10:53:28 UTC,2019-09-02 10:53:28 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Unrelated to software development.,17/52: Should this page be retagged?,/government/publications/fuel-duty-aqua-methanol-set-aside-for-use-or-used-as-fuel-in-any-engine-motor-or-machinery,2019-09-02 10:53:35 UTC,2019-09-02 10:53:35 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",23/52: Should this page be retagged?,/government/news/government-to-donate-vat-on-x-factor-charity-single,2019-09-02 10:53:39 UTC,2019-09-02 10:53:39 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",24/52: Should this page be retagged?,/government/publications/fuel-duty-aqua-methanol-set-aside-for-use-or-used-as-fuel-in-any-engine-motor-or-machinery,2019-09-02 10:53:47 UTC,2019-09-02 10:53:47 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",25/52: Should this page be retagged?,/government/news/the-story-of-your-boxing-day-boxset-record-tax-relief-for-big-budget-tv,2019-09-02 10:53:50 UTC,2019-09-02 10:53:50 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",26/52: Should this page be retagged?,/government/news/press-briefing-morning-14-march-2014,2019-09-02 10:54:06 UTC,2019-09-02 10:54:06 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",27/52: Should this page be retagged?,/guidance/check-if-your-drink-is-liable-for-the-soft-drinks-industry-levy,2019-09-02 10:54:34 UTC,2019-09-02 10:54:34 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Not about insurance premium tax.,18/52: Should this page be retagged?,/government/publications/alcohol-and-tobacco-taxation-revenue,2019-09-02 10:54:51 UTC,2019-09-02 10:54:51 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",28/52: Should this page be retagged?,/government/publications/obsolete-miscellaneous-statements-of-practice,2019-09-02 10:54:59 UTC,2019-09-02 10:54:59 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Yes,"",29/52: Should this page be retagged?,/government/statistics/announcements/tax-allowances-and-reliefs-in-force-cost-not-known--2,2019-09-02 10:55:07 UTC,2019-09-02 10:55:07 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,"Currently tagged to PAYE, where it belongs. Doesn't belong in 'life insurance policies'.",19/52: Should this page be retagged?,/government/publications/getting-basic-paye-tools-working-on-linux,2019-09-02 10:55:15 UTC,2019-09-02 10:55:15 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",30/52: Should this page be retagged?,/government/news/ots-looks-to-recruit-senior-policy-advisors,2019-09-02 10:55:18 UTC,2019-09-02 10:55:18 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Yes,"",31/52: Should this page be retagged?,/government/statistics/announcements/capital-gains-tax-statistics--3,2019-09-02 10:55:22 UTC,2019-09-02 10:55:22 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",32/52: Should this page be retagged?,/government/statistics/announcements/venture-capital-trusts-distribution-of-numbers,2019-09-02 10:55:30 UTC,2019-09-02 10:55:30 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Skip,"",33/52: Should this page be retagged?,/government/collections/gwybodaeth-gorfforaethol-ac-adroddiadau,2019-09-02 10:55:33 UTC,2019-09-02 10:55:33 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Yes,"",34/52: Should this page be retagged?,/government/news/record-year-for-uk-film-industry-tax-relief,2019-09-02 10:55:38 UTC,2019-09-02 10:55:38 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",35/52: Should this page be retagged?,/government/publications/alcohol-and-tobacco-taxation-revenue,2019-09-02 10:55:44 UTC,2019-09-02 10:55:44 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Skip,"",36/52: Should this page be retagged?,/government/collections/gwybodaeth-diogelwch-ar-gyfer-asiantau,2019-09-02 10:56:22 UTC,2019-09-02 10:56:22 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",37/52: Should this page be retagged?,/government/news/government-to-donate-vat-on-x-factor-charity-single,2019-09-02 10:56:28 UTC,2019-09-02 10:56:28 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,Business tax reform?,38/52: Should this page be retagged?,/government/statistics/announcements/creative-industries-statistics,2019-09-02 10:56:48 UTC,2019-09-02 10:56:48 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",39/52: Should this page be retagged?,/government/news/press-briefing-morning-14-march-2014,2019-09-02 10:56:55 UTC,2019-09-02 10:56:55 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,A statistics release announcement. Sort of about valuation (funds raised?) but not about employment related securities.,20/52: Should this page be retagged?,/government/statistics/announcements/venture-capital-trusts-number-of-trusts-and-amount-of-funds-raised,2019-09-02 10:56:56 UTC,2019-09-02 10:56:56 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",41/52: Should this page be retagged?,/government/news/chancellor-to-waive-1-million-vat-on-tower-of-london-poppies,2019-09-02 10:57:03 UTC,2019-09-02 10:57:03 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,"Not about child benefit (content does mention children's charities, which is probably what causes the issue).",21/52: Should this page be retagged?,/government/news/government-to-donate-vat-on-x-factor-charity-single,2019-09-02 10:57:26 UTC,2019-09-02 10:57:26 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,just VAT,42/52: Should this page be retagged?,/hmrc-internal-manuals/vat-womens-sanitary-products,2019-09-02 10:57:40 UTC,2019-09-02 10:57:40 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Skip,"",43/52: Should this page be retagged?,/government/statistics/announcements/betting-and-gaming-bulletin-september-2017,2019-09-02 10:59:16 UTC,2019-09-02 10:59:16 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Skip,"",44/52: Should this page be retagged?,/government/statistics/announcements/creative-industries-statistics,2019-09-02 10:59:44 UTC,2019-09-02 10:59:44 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Skip,"",45/52: Should this page be retagged?,/government/collections/gwybodaeth-diogelwch-ar-gyfer-asiantau,2019-09-02 10:59:51 UTC,2019-09-02 10:59:51 UTC
taxonomy_retagging,11d77614-0a47-4bab-9db1-bc462996e072,Urmi,Yes,"",1/52: Should this page be retagged?,/government/news/fugitive-jailed-as-expatriates-in-spain-urged-to-report-tobacco-smugglers,2019-09-02 11:03:01 UTC,2019-09-02 11:03:01 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",46/52: Should this page be retagged?,/government/publications/vaccine-research-relief-expiry-in-2017,2019-09-02 11:05:24 UTC,2019-09-02 11:05:24 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",47/52: Should this page be retagged?,/government/statistics/announcements/venture-capital-trusts-number-of-trusts-and-amount-of-funds-raised,2019-09-02 11:05:31 UTC,2019-09-02 11:05:31 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,Skip,"",48/52: Should this page be retagged?,/government/collections/gwe-rwydo-a-sgamiau,2019-09-02 11:05:36 UTC,2019-09-02 11:05:36 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",49/52: Should this page be retagged?,/government/publications/fuel-duty-fuel-additives-and-extenders,2019-09-02 11:05:45 UTC,2019-09-02 11:05:45 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",50/52: Should this page be retagged?,/government/publications/child-trust-fund-ctf-bulletin-84,2019-09-02 11:06:12 UTC,2019-09-02 11:06:12 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",51/52: Should this page be retagged?,/guidance/arweiniad-a-thaflenni-gwybodaeth-cthem,2019-09-02 11:06:15 UTC,2019-09-02 11:06:15 UTC
taxonomy_retagging,289e2921-8e2b-4c1a-a264-24056020ec9d,Oscar,No,"",52/52: Should this page be retagged?,/government/news/x-factor-winners-charity-single-to-be-vat-free-chancellor-announces,2019-09-02 11:06:20 UTC,2019-09-02 11:06:20 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,"This is about tax relief, not VAT MOSS.",22/52: Should this page be retagged?,/government/news/the-story-of-your-boxing-day-boxset-record-tax-relief-for-big-budget-tv,2019-09-02 11:16:46 UTC,2019-09-02 11:16:46 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,Skip,It's in Welsh.,23/52: Should this page be retagged?,/government/collections/gwybodaeth-gorfforaethol-ac-adroddiadau,2019-09-02 11:16:57 UTC,2019-09-02 11:16:57 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,The page is advertising roles for employment; it's not about employment status or 'IR35'.,24/52: Should this page be retagged?,/government/news/ots-looks-to-recruit-senior-policy-advisors,2019-09-02 11:17:38 UTC,2019-09-02 11:17:38 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,Yes,Content is about reporting smuggling and tax fraud.,25/52: Should this page be retagged?,/government/news/fugitive-jailed-as-expatriates-in-spain-urged-to-report-tobacco-smugglers,2019-09-02 11:18:06 UTC,2019-09-02 11:18:06 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,"Not about child benefit, but mentions children's charities. ",26/52: Should this page be retagged?,/government/news/x-factor-winners-charity-single-to-be-vat-free-chancellor-announces,2019-09-02 11:18:27 UTC,2019-09-02 11:18:27 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,Skip,In Welsh.,27/52: Should this page be retagged?,/guidance/arweiniad-a-thaflenni-gwybodaeth-cthem,2019-09-02 11:18:34 UTC,2019-09-02 11:18:34 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,"News item about tax relief, not about tax reform.",28/52: Should this page be retagged?,/government/news/record-year-for-uk-film-industry-tax-relief,2019-09-02 11:18:55 UTC,2019-09-02 11:18:55 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,A statistics release announcement. Not about income tax nor over/underpayments as far as I can tell.,29/52: Should this page be retagged?,/government/statistics/announcements/tax-allowances-and-reliefs-in-force-cost-not-known--2,2019-09-02 11:19:31 UTC,2019-09-02 11:19:31 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,A statistics release announcement. Don't think this is about employment related securities nor asset valuation.,30/52: Should this page be retagged?,/government/statistics/announcements/venture-capital-trusts-number-of-trusts-and-amount-of-funds-raised,2019-09-02 11:20:33 UTC,2019-09-02 11:20:33 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Not about business tax reform; it's a news story about tax relief.,31/52: Should this page be retagged?,/government/news/record-year-for-uk-film-industry-tax-relief,2019-09-02 11:21:11 UTC,2019-09-02 11:21:11 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,"I think it belongs in the VAT branch, but the content doesn't mention MOSS.",32/52: Should this page be retagged?,/hmrc-internal-manuals/vat-womens-sanitary-products,2019-09-02 11:22:06 UTC,2019-09-02 11:22:06 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,Yes,"A national statistics announcement. Capital gains tax involves tax on shares, as far as I know.",33/52: Should this page be retagged?,/government/statistics/announcements/capital-gains-tax-statistics--3,2019-09-02 11:23:06 UTC,2019-09-02 11:23:06 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Not about software development for HMRC.,34/52: Should this page be retagged?,/government/publications/obsolete-miscellaneous-statements-of-practice,2019-09-02 11:23:37 UTC,2019-09-02 11:23:37 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,"A national statistics announcement. The release itself may well contain information about gambling duties, but this specific page does not.",35/52: Should this page be retagged?,/government/statistics/announcements/betting-and-gaming-bulletin-september-2017,2019-09-02 11:24:21 UTC,2019-09-02 11:24:21 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Not about software development for HMRC.,36/52: Should this page be retagged?,/government/publications/fuel-duty-fuel-additives-and-extenders,2019-09-02 11:24:36 UTC,2019-09-02 11:24:36 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Not about software development for HMRC.,37/52: Should this page be retagged?,/government/publications/child-trust-fund-ctf-bulletin-84,2019-09-02 11:24:48 UTC,2019-09-02 11:24:48 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Not about child Benefit overpayments; does mention children's charities.,38/52: Should this page be retagged?,/government/news/government-to-donate-vat-on-x-factor-charity-single,2019-09-02 11:25:11 UTC,2019-09-02 11:25:11 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Welsh.,39/52: Should this page be retagged?,/government/collections/gwybodaeth-diogelwch-ar-gyfer-asiantau,2019-09-02 11:25:21 UTC,2019-09-02 11:25:21 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Content about taxation revenue; not about insurance premium tax.,40/52: Should this page be retagged?,/government/publications/alcohol-and-tobacco-taxation-revenue,2019-09-02 11:25:55 UTC,2019-09-02 11:25:55 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Not about foreign entertainer tax rules; about a charity single.,41/52: Should this page be retagged?,/government/news/chancellor-waives-vat-on-jo-cox-charity-single,2019-09-02 11:26:30 UTC,2019-09-02 11:26:30 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,Yes,It probably belongs in both. Retag for greater granularity. This thing is about rules for VAT in a particular trade: animals and animal food. ,42/52: Should this page be retagged?,/guidance/animals-and-animal-food-notice-70115,2019-09-02 11:27:38 UTC,2019-09-02 11:27:38 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,A statistics release announcement. Allowance and relief not the same as over/underpayments.,43/52: Should this page be retagged?,/government/statistics/announcements/tax-allowances-and-reliefs-in-force-cost-not-known--2,2019-09-02 11:28:13 UTC,2019-09-02 11:28:13 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,"A press briefing. Not about oil and gas tax, specifically.",44/52: Should this page be retagged?,/government/news/press-briefing-morning-14-march-2014,2019-09-02 11:29:09 UTC,2019-09-02 11:29:09 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,Not about 'software development for HMRC'.,45/52: Should this page be retagged?,/government/statistics/announcements/venture-capital-trusts-distribution-of-numbers,2019-09-02 11:29:25 UTC,2019-09-02 11:29:25 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,"About tax relief, not VAT.",46/52: Should this page be retagged?,/government/news/the-story-of-your-boxing-day-boxset-record-tax-relief-for-big-budget-tv,2019-09-02 11:29:48 UTC,2019-09-02 11:29:48 UTC
taxonomy_retagging,76e6f130-8b70-41d3-948e-662914645e50,Testy McTestface,No,"About VAT relief, not pensions.",47/52: Should this page be retagged?,/government/news/chancellor-to-waive-1-million-vat-on-tower-of-london-poppies,2019-09-02 11:30:08 UTC,2019-09-02 11:30:08 UTC
